CUSTOMER COMMENT,Reason
You have charged delayed payment charge 15000and 19000 respectively I dont think that much will done. Your operator told me 7.25 annually will charge on mtf but I dont think that is happening amount has to reverse or else I will close account,APPLICATION (WEB/APP)
The required format of STT details for the years 2021-22 is not a proper/readable format.,Service
Technical issue,APPLICATION (WEB/APP)
Lot.of improvement is needed in taking to one more stepahead,Others
Very high brokerage and app has lot of flaws,CHARGES(BRO./DP/LPC ETC.)
Nothing,Others
The IT Team is unable to have a friendly system that is easily understood by Kotaks own staff as well as customers.,Service
People in level1 are not well knowledge d about the product or the new issue the customer face. In addition to this they are providing the wrong information most of the times. Not at all satisfied with the level1 customer helpdesk.,People
Not happy with the App. Observe the below issues with me as of now  1. Funds available under Cash /Equity OR Margin Trading is not visible.  2. While placing the order there is no option to select Normal / Margin Trading.  3. Market Value V/s Invested Value is not displaying.  4. Open Positions are not displaying.  5. Sent a mail to Service.Securities and also ks. Screenshot@kotak.com for reverting back to Kotak Stock Trade APP from this Kotak Neo App. Till now no response from your end either through mail / phone call   6. Every time connection Failure / something went wrong errors are coming.  7. Due to the above issues i couldnt able to trade today from my end with this Kotak Neo App.   8 Search option is not available.  9. Kotak Stock Trade App is very much better than this Kotak Neo.,APPLICATION (WEB/APP)
The securities are auctioned without any intimation to investors,Process
I requested do not contact me via phone calls but still kotak security called me on phone.So stop calling on phone and communicate via emails Thanks,Service
No,Others
My Complained ID 39087916  in the month of March 2022 yet not resolved,Service
NOT AT ALL,Others
"The customer support person should be customer friendly and she should have the patiance to listen to the customer. She never bothered to listen to my complaint, which related to ledger account and fund availability?",Service
The call center folks should be trained in understanding the queries of the customer.,Service
They dont now how to speak customer,Service
HORRIBLE,Others
I got absolutely false information about capital gains and that too after wasting half an hour. Your mobile app and portal both are faulty. Improve capital gains statement to make it convenient to get information required for filling up ITR easily.,APPLICATION (WEB/APP)
ALL READY MENTIONED IN PREVIOUS REPLY,Not Specified
Poor,Others
Everything to be improved,Others
Useless app and less user friendly,APPLICATION (WEB/APP)
Nil,Others
1. whatsapp can be more effective. Your staff is used to give stereo reply & keep their book clean - rather than solving customers problems.,APPLICATION (WEB/APP)
Trade was done as per the details why as a customer i need to pay where in i am not at all at fault,APPLICATION (WEB/APP)
No,Others
"I mainly invest in NCDs. None of the NCD shows its record date of interest.neither monthly/ yearly/cumulative whereas your earlier app had more information. Most traded NCD 973491 code of PCHFL is traded offline with you whereas other apps ie zerodha its online. Despite being CA, reason is stupid.",APPLICATION (WEB/APP)
Big bug in the Kotak Neo mobile App. Please refer both the screenshots. There is a huge difference in the price shown for Hindustan Unilever Scrip between your mobile App and google. Price shown in Your App is ₹2488.80 whereas actual *LTP is ₹. 2606.80*  This issue is not only for HUL for other scripts also. Because of this issue there will be a huge difference between Invested Value V/s Current Value which will result in huge difference in Profit/Loss figure also.  I guess this is a  major bug  Please check and confirm,APPLICATION (WEB/APP)
The customer care & call & trade platform are extremely good having complete attention and dedicated efforts to resolve customer queries,Service
"No interaction, why the feed back?",Service
No call received by me,Service
It is becoming expensive to trade on Kotak Securities and the multiple tools also need to be integrated,APPLICATION (WEB/APP)
Improve on what is discussed submitted in earlier points,Others
I asked Hars Joshi to give me capital gain account with total turnover and profit but till date I receive only profit statement but not total purchase and sales turnover and total was not done for purchase and sales,Service
"If the persons do not know how to solve the problem, please do not keep the account in inactive. Due to in activation of the trading account I lost almost 10k during these 2 days. I couldnt able to sell the stock through online. I uploaded salary slop through app on 20th July and also sent 6months Account statement to the mail as per process. But till now it is not solved.",Process
No,Others
Customer care is not up to the mark.,Service
Very bad experience Kotak security teem no help,Service
"The person on line did not resolved my query , told me to hold the line and after  6 minutes disconnected the line .",Service
Charges very heavy... hidden charges...other expenses,CHARGES(BRO./DP/LPC ETC.)
Nothing good at all,Others
The executives had no clue on why my average price was not showing correct. This was pathetic experience,Service
